,pmid,flag,structure
5040,21980171,0," © 2011 American Association for Clinical Chemistry Materials and Methods STUDY DESIGN DATA ANALYSIS Results ZNT8A 2007 PILOT WORKSHOP SUMMARY PERFORMANCE, SENSITIVITY, AND SPECIFICITY OF CR-CW, CR, AND CW ASSAYS CONCORDANCE OF AUTOANTIBODY LEVELS IN CR-CW, CR, AND CW ASSAYS CONCORDANCE OF DESIGNATES FOR CR-CW, CR, AND CW ASSAYS CR-CW ASSAY PERFORMANCE IN DETECTION OF EPITOPE- RESTRICTED ZNT8A Discussion"
5041,23386390,0, Statistical analysis subjects and Methods Subjects Treatment Overall results 1-1. patient characteristics 1-2. Changes of Hba1c and Ga 1-3. Changes of body weight 1-4. Changes of CpI 2-2. Influence of HbA1c at the initiation of treatment 1-5. Changes of the insulin dosage 1-6. Severe hypoglycemia Stratified analysis by patient characteristics 2-1. Evaluation of patients with successful combination therapy Stratified analysis by insulin regimen 3-1. Profile of the three groups 2-3. Influence of CPI 2-4. Influence of oral antidiabetic drugs 3-3. Changes of body weight 3-4. Changes of CpI 3-5. Changes of the insulin dose 3-2. Changes of Hba1c and Ga Discussion
5042,28460049,0," METHODS Cell Culture of Rat Müller Cells Induction of Experimental Diabetes mRNA Expression Using qRT-PCR Clock Gene Synchronization of rMC-1 Cells Western Blotting for Kir4.1 Protein Expression Immunohistochemistry for Retinal Sections Immunofluorescence for Phalloidin, Kir4.1, and Synapse-Associated Protein (SAP97) Statistics and Analysis of Circadian Rhythms RESULTS Diurnal Variation of Kncj10 Rhythm and Dampened Response in Diabetes Clock Gene-Silencing Downregulates Kcnj10 Expression Kcnj10 and Kir4.1 Maintain Their Rhythm in Serum-Synchronized rMC-1 Cells TNF-a Downregulates Kcnj10 Expression in DoseDependent Manner TNF-a Downregulates Kcnj10 Expression by Disorganizing Actin Cytoskeleton TNF-a Treatment Downregulates Kir4.1 Expression Via Dislocalization of SAP97 and Kir4 DISCUSSION"
5043,20065546,1, INTRODUCTION METHODS Subjects Candidate Gene Selection Molecular Genetics ETHICS STATISTICS RESULTS DISCUSSION
5044,25233101,1, Introduction Materials and methods Study subjects Study procedure Exposure assessment Measurement of microvascular-and lung function Measurement of biomarkers Statistical analysis Results Exposure characterization Biomarkers and physiological functions Discussion Conclusion
5045,22396771,1, Introduction Methods Study design Sample Statistical analysis Results Discussion
5046,22074816,1, Introduction Methods Patients Variables Statistical analysis Results Discussion Funding
5047,18186589,1, Introduction Materials and Methods Plant Material Preparation of the Polyphenol-Rich Extract from Aloe vera (PEAv) Anthraquinones Quantification Animals Treatments Physical and Biochemical Analyses Statistical Analysis Results Discussion
5048,23736205,0, Introduction S1P in renal cells Glomerular cells Cellular Physiology and Biochemistry Cellular Physiology and Biochemistry Tubular cells S1P in renal disease models Diabetic nephropathy Glomerulonephritis S1P and Wilms tumor progression Conclusions and future perspectives
5049,28241824,1, Background Methods Patient selection criteria Preparation of Platelet Rich Plasma (PRP) Preparation of activator solution Treatment procedure Endpoints Results Discussion Conclusion
5050,27573850,1, Significance Results SR57227 -HT 3A Discussion Materials and Methods Supporting Information Patch-Clamp Recordings from Retrogradely Labeled Whisker Afferent Patch-Clamp Recordings from MCs in Situ in Whisker Hair Follicles.
5051,17906311,0, Introduction Methods Setting Stage 1 Stage 2 Stage 3 Statistical analysis Results Stage 1 Stage 2 Stage 3 Discussion Declaration
5052,28320343,1, Background Methods Study design Data collection Regimens of IV iron supplementation Assessment criteria Statistical analysis Results Patient characteristics Patients' outcomes Biochemical parameters Management of anemia Discussion Conclusion
5053,19877093,1, INTRODUCTION PATIENTS AND METHODS DM. 1572 RESULTS CVD in nondiabetic patients with RA and patients with type 2 DM compared with the nondiabetic population. DISCUSSION 1576
5054,16343040,1, Introduction Methods Study population and placenta collection Clinical data collection RNA extraction Reverse transcription and real time pcr Statistical analysis Results Discussion
5055,20668151,0," RESEARCH DESIGN AND METHODS Hypothesis Study setting, subjects, and design Intervention design An innovative approach to medical education Intervention implementation Dependent variables Independent variables Statistical analysis Protection of human study subjects An innovative approach to medical education"
5056,22024476,1, Introduction Methods Subjects Renal MRI Image Acquisition DTI Calculations and Region of Interest Analysis Statistical Analysis Results DTI of Diabetic Nephropathy Discussion DTI of Diabetic Nephropathy
5057,22253952,1, Introduction Methods Results Discussion Conclusion
5058,22916995,1, Introduction Methods Priority population Intervention components Costs Projecting outcomes and medical costs Results Discussion
5059,25666722,0, Major comments © EMBO 8 In Minor issues: Response: Revised to Body Mass Minor comments 2) Fig. 1 E: Please provide time course for glucose infusion rate and glucose levels during the whole clamp period in a supplementary figure.
5060,23457483,0, Introduction Results ROS Reduce Expression of WGA Lectin and HS GAG without any Deleterious Effect on Cell Survival ROS Exposure does not Alter Biosynthesis of GAG Chains ROS Leads to Increased Cleavage of Sulphated GAG from GEnC Glycocalyx ROS Transiently Reduce Trans-endothelial Electrical Resistance (TEER) of GEnC Monolayers ROS Cause a Significant and Sustained Increase in Passage of Albumin Across GEnC Monolayers Discussion Materials and Methods GEnC Culture Generation of ROS and GEnC Survival Assay Metabolic Labeling and Extraction of Proteoglycans Isolation of Proteoglycans Immunofluorescence and Lectin Binding Alcian Blue Dye Binding Assay for Quantitation of Sulphated GAG Measurement of Trans-endothelial Electrical Resistance Measurement of Transendothelial Protein Passage Statistical Analyses
5061,23358382,0," Introduction Pathological Consequences of AGEs Parisa Younessi Advanced Glycation End Products and Ageing Advanced Glycation End Products and Alzheimer's Disease Advanced Glycation End Products Receptor The RAGE and Mitogen-Activated Protein Kinases Soluble-RAGE: a Marker and a Treatment The RAGE: a Transporter of Amyloid Beta in Alzheimer Disease The RAGE Activation and Biological Consequences: Inflammation, Oxidative Stress, Cell Survival and Proliferation The RAGE and Signaling Pathways H 2 O Potential Therapeutic Approaches According to the AGEs Hypothesis Inflammation Induced By Glycated Proteins, Interferon Gamma and Lipopolysaccharide Inhibition of Glycated Protein InducedInflammation by Different Antioxidants Inhibition of AGE-Induced Inflammation by Compounds Acting on the Receptors Inhibition of AGE-Induced Inflammation by Catalase, NADPH Oxidase Inhibitors Conclusion Conflict of Interest: None declared References"
5062,29279393,1," Design and Fabrication of the Device Characterizations of the Mechanical Robustness, Mass Scale-Up and Test of Retrievability in Dogs An et al. PNAS | Published online December 26, 2017 | E267 Discussion Methods ACKNOWLEDGMENTS. The authors thank Marianne Vollmond, Dorte"
5063,12619891,1, Introduction Materials and methods Preparation of recombinant human αA-crystallin DMPTB used as an inhibitor of AGE cross-link formation in vitro DMPTB used for cleaving cross-links pre-formed in vitro
5064,22728799,1, Professional stress in nurses The aim of the study METHODS Samples and settings Instruments General characteristics of sample population Ethical consideration Statistical analysis RESULTS Stress situation analysis Analysis of nurses' common habits and health statuses DISCUSSION Limitations of the study CONCLUSION Sažetak STRES NA RADU I ZDRAVLJE MEDICINSKIH SESTARA U JEDINICAMA INTENZIVNE NJEGE U SRBIJI
5065,19936093,0, Introduction Methods Animals and dietary interventions Working heart ex vivo Ascending aortic constriction in vivo RNA isolation and quantitative RT-PCR UDP-N-Acetylglucosamine Xylulose 5-Phosphate Gene Primer/Probe Sequence Statistical analysis Results Glucose induces mhc isoform switching ex vivo Glucose induces mhc isoform switching in vivo Limiting dietary carbohydrate availability prevents mhc isoform switching in response to pressure overload Sustained pressure overload activates the hexosamine biosynthetic pathway Discussion Hexosamine biosynthetic pathway Pentose phosphate pathway Conclusions
5066,12102724,0, In vitro glycation Oxime formation Results Glycation of gramicidin S Reversal of glycation in gramicidin S Reversal of glycation Conclusions
5067,4534476,0, Introduction In vitro DPP-IV inhibitory activity of peptides from dietary proteins In vivo antidiabetic effect of peptides In silico approaches to predict the potential of peptides as DPP-IV inhibitors Conclusions and future perspectives Open Access This article is distributed under terms of the Creative
5068,21966229,0, Introduction Factors associated with resistant hypertension Obstructive sleep apnea Resistant hypertension Dovepress Primary aldosteronism Chronic kidney disease Renal artery stenosis Pheochromocytoma Resistant hypertension Frank and Sommerfeld Dovepress Cushing's syndrome Patient evaluation Physical examination Resistant hypertension Dovepress Laboratory evaluation Treatment Pharmacologic treatment Resistant hypertension Dovepress Dovepress Diuretics Aldosterone antagonists Frank and Sommerfeld Dovepress Dovepress Calcium channel blockers Frank and Sommerfeld Combination strategies Other agents Resistant hypertension Dovepress Conclusion Disclosures
5069,11442574,1, Summary Introduction Methods Subjects Data recording Heart rate variability (linear analysis) Heart rate irregularity (nonlinear analysis) Heart rate rhythmicity (musical analysis) and cardiorespiratory coordination Statistics Results Discussion Figure legends
5070,24233065,0," EFFICACY OF CONVENTIONAL GINSENG AND GINSENOSIDES ON RENAL DAMAGE EFFICACY OF LESS-POLAR GINSENOSIDES ON FREE RADICAL AND RENAL DAMAGE EFFICACY OF MALTOL ON AGES, FREE RADICLAS AND RENAL DAMAGE CONCLUSION AND PERSPECTIVES"
5071,27326416,1, Introduction Materials and methods Statistical analysis Results Discussion Conclusion
5072,24397057,1," INTRODUCTION MATERIAL AND METHODS RESULTS Table-5: Age and BMI of subjects in Group-A, Group-B and controls (Mean±SEM) Groups Age (years) Weight (Kg) BMI (Kg/m 2 ) Group A: (Insulin deficient) DISCUSSION CONCLUSION"
5073,27098788,1, Methods Ethics statement Hospital setting Subjects Explanatory variables Data collection Statistical analysis Results dIscussIon Financial support and sponsorship Conflicts of interest
5074,17468073,0, Introduction Chemical structure and distribution
5075,22069199,0," Introduction Principles for development of gatekeeping procedures Clinical trial example Gatekeeping strategies Strategy 1 (Serial testing) Strategy 2 (Extended serial testing) For more information, see http://www.multxpert.com/wiki/Gatekeeping Papers 11 Strategy 3 (Parallel testing) Procedure 3A Comparison of gatekeeping strategies For more information, see http://www.multxpert.com/wiki/Gatekeeping Papers 14 Selection of procedure parameters For more information, see http://www.multxpert.com/wiki/Gatekeeping Papers 19 For more information, see http://www.multxpert.com/wiki/Gatekeeping Papers 21 A.1. Procedure 2B A.2. Procedure 3B"
5076,20010467,0, REVIEW ARTICLE KEy WoRds REfEREnCEs
5077,4684888,0," Introduction Altered Oxidative Stress in Polycystic Ovary Syndrome Oxidative Stress, Obesity, and Polycystic Ovary Syndrome. Oxidative Stress, Insulin Resistance, and Polycystic Ovary Oxidative Stress, Chronic Inflammation, and Polycystic Oxidative Medicine and Cellular Longevity 5 Oxidative Stress, Hyperandrogenemia, and Polycystic Polycystic Ovary Syndrome and Cancers Contributions of Oxidative Stress to Cancer Pathogenesis. Oxidative Stress-Induced DNA Damage in Polycystic Obesity and Endometrial Insulin Resistance and Endometrial Estrogen and Endometrial Conclusion"
